,type_,address,area,metro_station,metro_line,date,update_date,floor,full_floor,price
1159,1-комн.кв.,", 1к1",37.0,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",18,28,9134812
220,3-комн.кв.,"Никитинская ул, 1к2",75.0,Измайловская м.,blue,Размещено 12 февраля,"сегодня, 10:39",3,5,35000000
422,1-комн.кв.,"Батайский проезд, 9",3.0,Марьино м.,lightgreen,Размещено 26 января,"сегодня, 10:39",1,9,8800000
1517,1-комн.кв.,", 7",4.0,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",11,17,6169084
1395,2-комн.кв.,", 7",38.0,Станция не указана,Ветка не указана,Размещено 23 января,25 марта,15,17,8145814
949,2-комн.кв.,"Радужная ул, 4",41.0,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:39",12,12,6610131
63,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",51.0,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,16,11167701
1320,2-комн.кв.,", 1к1",56.0,Станция не указана,Ветка не указана,Размещено 4 февраля,"сегодня, 00:15",3,28,11190783
1310,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:34",15,15,8337764
923,1-комн.кв.,"Радужная ул, 4",3.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,6448170
332,1-комн.кв.,"Каспийская ул, 24к2",31.0,Царицыно м.,green,Размещено 18 марта,26 марта,2,5,10500000
1061,2-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 14 февраля,"сегодня, 00:39",11,11,7826504
24,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",5.0,Бунинская аллея м.,cyan,Размещено 26 февраля,"сегодня, 00:40",3,13,8987290
990,3-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:39",12,12,8384307
708,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",51.0,Бунинская аллея м.,cyan,Размещено 15 марта,"сегодня, 00:40",5,13,13964517
525,2-комн.кв.,"Радужная ул, 4",49.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:21",6,12,7100022
62,2-комн.кв.,"Ленинский пр-кт, 90",58.0,Новаторская м.,turquoise,Размещено 1 марта,26 марта,8,8,23000000
739,3-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",74.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:17",3,13,18588059
3,3-комн.кв.,"Нахимовский пр-кт, 28 1",58.0,Профсоюзная м.,orange,Размещено 28 марта,29 марта,8,9,24290000
1323,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",36.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",12,12,8362349
18,2-комн.кв.,"Печорская ул, 1",53.0,Бабушкинская м.,orange,Размещено 21 февраля,26 марта,3,16,15300000
188,3-комн.кв.,"Плотников пер, 20/21",65.0,Смоленская м.,Ветка не указана,Размещено 7 марта,26 марта,1,6,24800000
1013,3-комн.кв.,"Радужная ул, 4",5.0,Станция не указана,Ветка не указана,Размещено 18 февраля,30 марта,9,12,7690754
866,1-комн.кв.,"Радужная ул, 4",37.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:42",10,11,7028643
1115,1-комн.кв.,", 1к1",35.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",24,28,8965885
1623,2-комн.кв.,"Недорубова ул, 32",71.0,Некрасовка м.,purpledark,Размещено 05 октября 2021,"сегодня, 00:25",22,23,15653926
1458,3-комн.кв.,", 1",54.0,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:13",13,17,7604929
1415,2-комн.кв.,", 1",36.0,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:32",14,17,5733726
759,1-комн.кв.,", 3",35.0,Станция не указана,Ветка не указана,Размещено 15 марта,"сегодня, 00:29",5,17,7726440
873,2-комн.кв.,"Радужная ул, 4",49.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,7168494
25,2-комн.кв.,"Сумская ул, 12/17",44.0,Южная м.,gray,Размещено 15 декабря 2021,"сегодня, 10:39",7,9,11800000
61,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",43.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:25",3,13,12711914
364,1-комн.кв.,"Волгоградский пр-кт, 32/3к3",35.0,Угрешская м.,Ветка не указана,Размещено 4 марта,"сегодня, 10:39",28,30,13850000
114,1-комн.кв.,"Клары Цеткин ул, 31",4.0,Войковская м.,green,Размещено 15 марта,"сегодня, 10:03",5,9,17100000
963,1-комн.кв.,", 1к1",30.0,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:21",19,28,7661352
1370,2-комн.кв.,", 1",44.0,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",7,10,9438406
1509,1-комн.кв.,"Камова ул, д.7к1",36.0,Станция не указана,Ветка не указана,Размещено 23 ноября 2021,"сегодня, 00:17",14,17,7417203
811,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:20",15,15,8561307
1015,2-комн.кв.,"Радужная ул, 4",5.0,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:39",12,12,7797007
1613,2-комн.кв.,"Камова ул, д.7к1",34.0,Станция не указана,Ветка не указана,Размещено 23 октября 2021,"сегодня, 00:13",13,17,7435292
447,1-комн.кв.,"Воронежская ул, 9",39.0,Домодедовская м.,green,Размещено 19 декабря 2021,23 марта,14,17,11850000
568,2-комн.кв.,", 5",33.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:37",9,12,7614389
2,1-комн.кв.,"Недорубова ул, 32",40.0,Некрасовка м.,purpledark,Размещено 17 декабря 2021,"сегодня, 00:09",3,23,10498960
1503,3-комн.кв.,", 3",58.0,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:32",4,17,8781433
1631,1-комн.кв.,", 1к1",38.0,Станция не указана,Ветка не указана,Размещено 05 октября 2021,"сегодня, 00:20",2,28,9105277
19,2-комн.кв.,"Жигулёвская ул, 10",39.0,Кузьминки м.,purple,Размещено 7 марта,28 марта,8,9,10100000
1260,1-комн.кв.,", 1к1",37.0,Станция не указана,Ветка не указана,Размещено 23 февраля,"сегодня, 00:40",6,28,8850758
1556,2-комн.кв.,", 3",36.0,Станция не указана,Ветка не указана,Размещено 30 ноября 2021,25 марта,16,17,6045141
1006,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",51.0,Бунинская аллея м.,cyan,Размещено 18 февраля,"сегодня, 00:30",11,16,8691983
2,2-комн.кв.,"Пестовский пер, 7",74.0,Таганская м.,Ветка не указана,Размещено 15 марта,26 марта,1,4,23000000
1102,2-комн.кв.,", 1к1",58.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",9,28,11261384
647,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",55.0,Бунинская аллея м.,cyan,Размещено 22 марта,25 марта,8,15,8617653
613,1-комн.кв.,", 1к1",37.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:38",27,28,9529914
1346,1-комн.кв.,", 1",34.0,Станция не указана,Ветка не указана,Размещено 8 февраля,30 марта,3,15,6276449
145,1-комн.кв.,"Беломорская ул, 20к3",38.0,Беломорская м.,green,Размещено 27 марта,"сегодня, 10:39",9,17,13700000
1090,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",34.0,Бунинская аллея м.,cyan,Размещено 10 февраля,"сегодня, 00:38",10,11,8163840
468,1-комн.кв.,"Новаторов ул, 10к2",4.0,Пр-т Вернадского м.,Ветка не указана,Размещено 15 декабря 2021,21 марта,1,17,14600000
1215,2-комн.кв.,", 2",36.0,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",9,15,8201102
327,2-комн.кв.,"Халтуринская ул, 17",40.0,Преображенская пл. м.,red,Размещено 19 марта,"сегодня, 10:39",3,9,13150000
1319,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",35.0,Бунинская аллея м.,cyan,Размещено 15 февраля,"сегодня, 00:33",11,11,8211808
305,1-комн.кв.,"Перерва ул, 45к1",38.0,Братиславская м.,lightgreen,Размещено 25 марта,"сегодня, 10:39",8,17,11700000
638,2-комн.кв.,", 1",50.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:25",12,17,10656534
656,2-комн.кв.,", 3",55.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:17",7,17,11162091
874,2-комн.кв.,"Радужная ул, 4",54.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,7579993
1206,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",38.0,Бунинская аллея м.,cyan,Размещено 22 февраля,"сегодня, 00:16",10,13,10679152
1,3-комн.кв.,"Гастелло ул, 14",64.0,Сокольники м.,red,Размещено 27 марта,"сегодня, 10:39",3,12,19500000
861,3-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,8106524
103,3-комн.кв.,"Марьиной Рощи 2-я ул, 22",73.0,Марьина роща м.,lightgreen,30 марта,30 марта,6,16,22499999
931,2-комн.кв.,", 2",36.0,Станция не указана,Ветка не указана,Размещено 3 марта,"сегодня, 00:16",11,15,8241512
1114,3-комн.кв.,", 1к1",71.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",27,28,15332857
222,2-комн.кв.,"Белореченская ул, 25стр1",50.0,Люблино м.,lightgreen,Размещено 11 февраля,"сегодня, 10:39",3,16,11850000
1008,3-комн.кв.,"Радужная ул, 4",61.0,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:39",12,12,8466923
586,1-комн.кв.,"Маресьева ул, 6к2",4.0,Некрасовка м.,purpledark,Размещено 26 марта,30 марта,23,23,10768903
1232,2-комн.кв.,", 5",57.0,Станция не указана,Ветка не указана,Размещено 16 января,"сегодня, 00:28",10,12,11292974
1364,1-комн.кв.,", 7",4.0,Станция не указана,Ветка не указана,Размещено 15 января,25 марта,11,17,5921325
1081,1-комн.кв.,", 1к1",30.0,Станция не указана,Ветка не указана,Размещено 24 февраля,"сегодня, 00:40",10,28,7769959
411,2-комн.кв.,"Шолохова ул, 10",53.0,Новопеределкино м.,yellow,Размещено 6 февраля,"сегодня, 10:39",5,17,17500000
538,2-комн.кв.,", 1",38.0,Станция не указана,Ветка не указана,Размещено 26 марта,30 марта,8,17,5921245
1037,1-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,6738095
231,3-комн.кв.,"Черкизовская Б. ул, 2к3",60.0,Преображенская пл. м.,red,Размещено 28 января,26 марта,5,9,23500000
434,1-комн.кв.,"Шипиловская ул, 51",35.0,Шипиловская м.,lightgreen,Размещено 12 января,"сегодня, 10:39",4,22,10200000
974,1-комн.кв.,"Радужная ул, 4",,Станция не указана,Ветка не указана,Размещено 19 февраля,"сегодня, 00:39",12,12,4869796
943,1-комн.кв.,", 1к1",37.0,Станция не указана,Ветка не указана,Размещено 3 марта,"сегодня, 00:16",16,28,9108792
117,1-комн.кв.,"Черноморский б-р, 7 5",39.0,Чертановская м.,gray,Размещено 27 февраля,26 марта,8,9,15000000
734,3-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",67.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:14",3,13,18030677
1642,1-комн.кв.,"Камова ул, д.7к1",33.0,Станция не указана,Ветка не указана,Размещено 05 октября 2021,"сегодня, 00:17",16,17,7271422
184,3-комн.кв.,"Борисовский проезд, 38к1",74.0,Домодедовская м.,green,Размещено 11 марта,"сегодня, 10:39",8,16,22440000
1354,3-комн.кв.,", 3",59.0,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",10,17,8815613
1434,1-комн.кв.,"Камова ул, д.7к1",4.0,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:31",9,17,7866323
591,3-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:20",6,11,8100284
477,2-комн.кв.,"Новопеределкинская ул, 16",54.0,Боровское шоссе м.,Ветка не указана,Размещено 11 декабря 2021,"сегодня, 16:02",6,17,13500000
36,2-комн.кв.,Щербаковская ул,56.0,Семеновская м.,blue,"сегодня, 13:48","сегодня, 13:48",9,12,20000000
665,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",49.0,Бунинская аллея м.,cyan,Размещено 22 марта,"сегодня, 00:41",9,11,7553718
430,3-комн.кв.,"Молодогвардейская ул, 24",8.0,Молодежная м.,blue,Размещено 15 января,30 марта,14,25,24000000
1042,1-комн.кв.,", 1к1",31.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",23,28,8124121
1360,1-комн.кв.,"Камова ул, д.7к1",4.0,Станция не указана,Ветка не указана,Размещено 3 февраля,"сегодня, 00:38",16,17,7971046
619,1-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:39",6,12,6673765
1132,3-комн.кв.,", 1к1",71.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",15,28,14676766
1306,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",38.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",2,11,8542838
1559,2-комн.кв.,"Камова ул, д.7к1",4.0,Станция не указана,Ветка не указана,Размещено 23 ноября 2021,"сегодня, 00:20",12,17,8755819
1465,3-комн.кв.,", 1",54.0,Станция не указана,Ветка не указана,Размещено 16 ноября 2021,"сегодня, 00:14",15,17,7626666
1171,2-комн.кв.,", 5",53.0,Станция не указана,Ветка не указана,Размещено 2 февраля,"сегодня, 00:22",11,12,10587838
1035,2-комн.кв.,", 1к1",58.0,Станция не указана,Ветка не указана,Размещено 16 февраля,"сегодня, 00:20",12,28,11358889
623,2-комн.кв.,", 1",36.0,Станция не указана,Ветка не указана,Размещено 24 марта,"сегодня, 00:41",10,17,5690526
1548,2-комн.кв.,", 1к1",55.0,Станция не указана,Ветка не указана,Размещено 28 октября 2021,"сегодня, 00:17",25,31,11750870
483,2-комн.кв.,", 15",31.0,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",5,15,7964202
1353,3-комн.кв.,", 3",58.0,Станция не указана,Ветка не указана,Размещено 10 января,"сегодня, 00:34",12,17,8956267
1341,3-комн.кв.,", 1к1",77.0,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",13,28,15673224
750,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:22",3,13,10886308
1299,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",48.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",10,11,10360440
1103,2-комн.кв.,", 1к1",59.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",26,28,11671048
946,2-комн.кв.,"Радужная ул, 4",5.0,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:40",12,12,7744673
506,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",5.0,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",9,11,10306354
215,2-комн.кв.,"Варшавское ш, 160к3",56.0,Аннино м.,gray,Размещено 19 февраля,27 марта,10,21,16250000
667,2-комн.кв.,", 3",50.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:29",3,17,10582284
694,2-комн.кв.,", 1",50.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:21",13,17,10670708
852,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37.0,Бунинская аллея м.,cyan,Размещено 26 февраля,"сегодня, 00:41",7,11,8614766
776,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",40.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:26",8,15,9091873
1326,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",13,15,10400628
354,1-комн.кв.,"Никитский б-р, 12",3.0,Арбатская м.,Ветка не указана,Размещено 8 марта,30 марта,4,7,5030000
927,2-комн.кв.,", 1к1",55.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",20,28,11661134
489,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37.0,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,13,10783287
1457,2-комн.кв.,", 1",54.0,Станция не указана,Ветка не указана,Размещено 16 ноября 2021,"сегодня, 00:11",15,17,7590188
650,1-комн.кв.,"Маресьева ул, 6к2",43.0,Некрасовка м.,purpledark,Размещено 22 марта,"сегодня, 00:14",3,23,11776743
23,1-комн.кв.,"Кантемировская ул, 4 корп. 1",38.0,Кантемировская м.,green,Размещено 19 февраля,28 марта,7,17,9800000
1453,3-комн.кв.,", 7",55.0,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",11,17,10917674
1602,2-комн.кв.,"Камова ул, д.7к1",4.0,Станция не указана,Ветка не указана,Размещено 24 ноября 2021,"сегодня, 00:22",12,17,8799593
531,2-комн.кв.,", 7",45.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:22",9,17,9107746
1563,1-комн.кв.,", 1к1",30.0,Станция не указана,Ветка не указана,Размещено 07 декабря 2021,"сегодня, 00:21",5,28,7760484
1248,3-комн.кв.,", 3",54.0,Станция не указана,Ветка не указана,Размещено 25 февраля,30 марта,15,17,7571785
440,2-комн.кв.,"3-е Почтовое отделение ул, 64",54.0,Станция не указана,Ветка не указана,Размещено 29 декабря 2021,30 марта,12,17,9980000
261,3-комн.кв.,"26-ти Бакинских Комиссаров ул, 7к6",64.0,Юго-Западная м.,red,Размещено 15 декабря 2021,"сегодня, 10:39",6,9,19000000
257,2-комн.кв.,"Нахимовский пр-кт, 23к1",45.0,Нахимовский пр-т м.,gray,Размещено 15 декабря 2021,"сегодня, 10:39",1,9,13450000
1513,1-комн.кв.,", 1к1",6.0,Станция не указана,Ветка не указана,Размещено 30 октября 2021,"сегодня, 00:18",20,31,7416878
1597,1-комн.кв.,", 1к1",6.0,Станция не указана,Ветка не указана,Размещено 16 ноября 2021,"сегодня, 00:13",21,31,7477578
384,1-комн.кв.,"Лобачевского ул, 46",31.0,Пр-т Вернадского м.,Ветка не указана,Размещено 25 марта,"сегодня, 10:39",5,9,13000000
238,3-комн.кв.,"Олимпийский пр-кт, 10к1_2",13.0,Цветной б-р м.,gray,Размещено 20 января,"сегодня, 10:39",7,10,52000000
1056,1-комн.кв.,", 1к1",37.0,Станция не указана,Ветка не указана,Размещено 3 марта,"сегодня, 00:16",11,28,9051798
567,3-комн.кв.,", 3",59.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:34",9,17,11154348
856,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",51.0,Бунинская аллея м.,cyan,Размещено 26 февраля,"сегодня, 00:40",3,13,13972188
624,3-комн.кв.,", 1",58.0,Станция не указана,Ветка не указана,Размещено 24 марта,"сегодня, 00:11",6,17,7750694
723,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",54.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:34",5,12,15763442
218,2-комн.кв.,", к812",44.0,Пятницкое шоссе м.,blue,Размещено 17 февраля,"сегодня, 10:03",9,9,8990000
292,1-комн.кв.,"Центральная ул, 20",37.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 13:07",5,16,8700000
362,1-комн.кв.,"Ставропольская ул, 17 к 2",35.0,Волжская м.,lightgreen,4 марта,4 марта,5,14,8900000
1523,2-комн.кв.,"Камова ул, д.7к1",35.0,Станция не указана,Ветка не указана,Размещено 30 октября 2021,"сегодня, 00:14",14,17,7577048
500,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",51.0,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",5,8,11542269
689,1-комн.кв.,"Зорге ул, 9к1",38.0,Полежаевская м.,purple,Размещено 17 марта,"сегодня, 10:03",16,21,20974500
1459,3-комн.кв.,", 1к1",69.0,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:31",23,28,14922821
915,1-комн.кв.,"Камова ул, д.7к1",36.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",15,17,7363489
762,1-комн.кв.,", 3",35.0,Станция не указана,Ветка не указана,Размещено 15 марта,"сегодня, 00:34",3,17,7799383
326,2-комн.кв.,"Перерва ул, 31",56.0,Братиславская м.,lightgreen,Размещено 19 марта,"сегодня, 10:39",2,17,17499999
1424,1-комн.кв.,", 1к1",34.0,Станция не указана,Ветка не указана,Размещено 22 декабря 2021,"сегодня, 00:09",31,31,9155129
475,3-комн.кв.,"Дмитровское ш, 35к1",63.0,Петровско-Разумовская м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",2,9,19900000
1181,1-комн.кв.,", 1к1",9.0,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:37",4,28,7339883
1372,3-комн.кв.,", 3",59.0,Станция не указана,Ветка не указана,Размещено 16 января,"сегодня, 00:26",17,17,11319233
884,2-комн.кв.,", 3",45.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:39",13,17,9152275
782,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:26",8,15,8263789
1444,1-комн.кв.,"Камова ул, д.7к1",33.0,Станция не указана,Ветка не указана,Размещено 03 декабря 2021,"сегодня, 00:20",10,17,7224732
226,2-комн.кв.,"Тверская ул, 8к2",60.0,Пушкинская м.,Ветка не указана,Размещено 5 февраля,"сегодня, 10:39",8,9,45000000
124,2-комн.кв.,"Хорошёвское ш, 25Ак2",65.0,Спартак м.,purple,Размещено 17 февраля,"сегодня, 10:39",6,24,32500000
1033,3-комн.кв.,", 3",55.0,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:11",11,17,11139079
252,2-комн.кв.,"Южнобутовская ул, 42",61.0,Ул.Горчакова м.,cyan,Размещено 15 декабря 2021,"сегодня, 10:38",3,10,18450000
315,1-комн.кв.,"Севастопольский пр-кт, 81",3.0,Зюзино м.,turquoise,Размещено 23 марта,26 марта,5,5,9200000
431,1-комн.кв.,"Зоологическая ул, 32",30.0,Маяковская м.,Ветка не указана,Размещено 15 января,"сегодня, 10:39",4,9,18600000
786,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:26",11,15,8540894
370,2-комн.кв.,"Ленина ул, 21",45.0,Станция не указана,Ветка не указана,Размещено 1 марта,11 марта,5,5,4300000
1005,2-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 19 февраля,"сегодня, 00:39",12,12,8030510
606,3-комн.кв.,", 1",77.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:15",9,10,14435070
737,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",3.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:19",5,12,10134771
28,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:23",2,15,8398415
703,1-комн.кв.,", 3",37.0,Станция не указана,Ветка не указана,Размещено 15 марта,"сегодня, 00:35",3,17,7805843
1130,3-комн.кв.,", 1к1",71.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",24,28,14829682
383,1-комн.кв.,"Северное ш, 12",59.0,Станция не указана,Ветка не указана,Размещено 23 февраля,17 марта,2,25,7350000
1637,3-комн.кв.,", 15",57.0,Станция не указана,Ветка не указана,Размещено 05 октября 2021,"сегодня, 00:09",11,19,13027879
1400,2-комн.кв.,"Недорубова ул, 32",75.0,Некрасовка м.,purpledark,Размещено 07 декабря 2021,"сегодня, 00:24",18,22,16833350
926,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",3.0,Бунинская аллея м.,cyan,Размещено 26 февраля,"сегодня, 00:35",11,15,7896075
572,3-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:17",6,11,7943165
1634,1-комн.кв.,"Камова ул, д.7к1",36.0,Станция не указана,Ветка не указана,Размещено 05 октября 2021,"сегодня, 00:22",15,17,7428124
765,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к1",54.0,Бунинская аллея м.,cyan,Размещено 6 марта,"сегодня, 00:26",11,13,14780783
321,2-комн.кв.,"Поликарпова ул, 25",39.0,Беговая м.,Ветка не указана,20 марта,20 марта,1,14,11600000
555,2-комн.кв.,"Радужная ул, 4",54.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:30",6,12,7507472
85,3-комн.кв.,"Октябрьский пр-кт, 18 к3",80.0,Станция не указана,Ветка не указана,Размещено 19 марта,28 марта,2,18,15500000
1496,2-комн.кв.,", 3",59.0,Станция не указана,Ветка не указана,Размещено 17 декабря 2021,"сегодня, 00:31",9,17,9042399
275,2-комн.кв.,"Люблинская ул, 80к6",41.0,Братиславская м.,lightgreen,Размещено 30 марта,"сегодня, 10:39",15,25,12500000
365,1-комн.кв.,"Зои и Александра Космодемьянских ул, 18 с1",35.0,Войковская м.,green,Размещено 25 марта,"сегодня, 07:01",6,6,13000000
1078,2-комн.кв.,"Радужная ул, 4",38.0,Станция не указана,Ветка не указана,Размещено 14 февраля,"сегодня, 00:39",11,11,6273974
258,3-комн.кв.,"Василия Петушкова ул, 7",75.0,Трикотажная,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",5,17,20700000
58,3-комн.кв.,"Жемчужная, 1к4",67.0,Станция не указана,Ветка не указана,29 марта,29 марта,2,4,11780000
439,2-комн.кв.,"Центральная ул, 17",47.0,Станция не указана,Ветка не указана,Размещено 7 января,29 марта,2,2,1450000
1312,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",49.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,11,10539390
146,3-комн.кв.,"Путевой проезд, 38",5.0,Бескудниково,Ветка не указана,Размещено 26 марта,"сегодня, 10:39",7,9,12500000
905,2-комн.кв.,"Радужная ул, 4",58.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,11,7738752
1126,1-комн.кв.,", 1к1",31.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",27,28,8414153
388,2-комн.кв.,Загорьевский 3к3,55.0,Аннино м.,gray,Размещено 21 февраля,26 марта,9,12,12200000
1245,2-комн.кв.,", 1",41.0,Станция не указана,Ветка не указана,Размещено 15 января,"сегодня, 00:34",8,17,6188926
582,2-комн.кв.,", 7",34.0,Станция не указана,Ветка не указана,Размещено 26 марта,30 марта,9,17,7636224
54,2-комн.кв.,"Первомайская ул, 49",61.0,Сходненская м.,purple,Размещено 19 марта,26 марта,12,17,10800000
